user,location,geoLocation,tweet,timeStamp,replies,retweets,favorites,url
@taylorgodfrey23,,,Not sure if I'm proud or ashamed to say I didn't make it out of my pajamas today. #christmasbreak,7:10 PM - 30 Dec 2013,1,0,7,https://www.twitter.com/taylorgodfrey23/status/417855320766283776
@alsstreetman,Texas,,"""Did you read my pants? Toadily cool"" @AmandaStreetman #ChristmasBreak #teddy #homesweethomepic.twitter.com/rKHh3TDD",9:41 PM - 13 Dec 2012,0,0,4,https://www.twitter.com/alsstreetman/status/279460976561106944
@jordyythomas,"Hermantown, MN",,This WILL be the longest week of the year. #christmasbreak,5:32 PM - 15 Dec 2013,1,3,10,https://www.twitter.com/jordyythomas/status/412394711337291776
@JameisVehec,Pittsburgh | University Park,,This storm could not be hitting 7 springs at a better time #christmasbreak,7:21 PM - 18 Dec 2012,0,1,5,https://www.twitter.com/JameisVehec/status/281237683576119296
@EmmaSanders14,"Greeneville, TN",,I'm liking this no school thing #christmasbreak #yessss ,7:46 AM - 18 Dec 2012,0,2,2,https://www.twitter.com/EmmaSanders14/status/281062769342689281
@LeahMagz,"Haverhill, MA",,"Today's pretty much the last day of school, just gotta get through it #leggoo #christmasbreak",4:14 AM - 20 Dec 2012,0,2,2,https://www.twitter.com/LeahMagz/status/281734440974172160
@Jagnew1,"Rugby, ND",,My transition back into my school schedule is going to be rough. #christmasbreak,10:35 AM - 4 Jan 2014,0,2,4,https://www.twitter.com/Jagnew1/status/419537658553987072
@highschool_mre,,,We did it!!!!!!! #christmasbreak #finally Time for a classic gif!pic.twitter.com/8BkDal9H2s,11:12 AM - 23 Dec 2016,0,6,12,https://www.twitter.com/highschool_mre/status/812375319093112832
@BarrettoJulia,,,I am free as a bird #christmasbreak,8:13 PM - 16 Dec 2012,12,156,81,https://www.twitter.com/BarrettoJulia/status/280526086310346752
@the_g0os3,,,Starbucks at home just tastes better #christmasbreak,10:15 AM - 18 Dec 2012,0,1,3,https://www.twitter.com/the_g0os3/status/281100268232400896
@Eden_white09,iup18 insta @eden_white09,"Pequea, PA",Have a feeling this is going to be the longest week of my life #Christmasbreak,4:12 AM - 17 Dec 2012,0,2,3,https://www.twitter.com/Eden_white09/status/280646566539321344
@BoRenner,- Fayetteville -,,Same sweatpants. Day three. Don't care. #ChristmasBreak,10:26 AM - 13 Dec 2012,1,0,3,https://www.twitter.com/BoRenner/status/279291286970830848
@etiennevivash,"Ottawa, Ontario",,3 more days. #christmasbreak,7:46 PM - 16 Dec 2014,0,0,10,https://www.twitter.com/etiennevivash/status/545062438958546944
@mallorybr13,"Aiken, SC",,Officially done with my first semester of college #PTL #Christmasbreak ,5:19 AM - 11 Dec 2012,0,1,5,https://www.twitter.com/mallorybr13/status/278489079123959808
@melissacardwell,Virginia,,Third night in a row we've laughed until we cried! Such a good Christmas break! @BrookeCardwell1 #lovemysister #Christmasbreak #imsofunny,8:35 PM - 27 Dec 2012,0,1,2,https://www.twitter.com/melissacardwell/status/284517839421988864
@cteewin,"Houston, TX","Houston, TX",Honestly I just wanna get these finals over w so we can be done #christmasbreak #pls,11:23 AM - 12 Dec 2016,0,4,17,https://www.twitter.com/cteewin/status/808391966912315393
@missbrown111,"Kentucky, USA",,"Great advice!! Ask students about WHOM they spent their break with. Not about where they went or what they got. 
#ChristmasBreak #LeadLAP #TMGeniushttps://twitter.com/BarbaraGruener/status/1079042349110620161 …",4:33 AM - 30 Dec 2018,2,7,22,https://www.twitter.com/missbrown111/status/1079354813354311680
@QuentonTaylor,Wisconsin,,Lets make some memories! #2012 #christmasbreak,11:46 AM - 21 Dec 2012,0,5,2,https://www.twitter.com/QuentonTaylor/status/282210487037472770
@savscav,,,TGIF #christmasbreak,5:42 AM - 19 Dec 2014,0,4,9,https://www.twitter.com/savscav/status/545937129785032704
@dan_shopshire,,,Not even going to treat this last week seriously. #christmasbreak,6:03 PM - 16 Dec 2012,1,2,3,https://www.twitter.com/dan_shopshire/status/280493509016973312
@Cmartini17,,,11 days till @maddieedmonds comes home #cantwait #christmasbreak #loveyou,11:02 AM - 5 Dec 2013,0,1,4,https://www.twitter.com/Cmartini17/status/408672799654686720
@JohnnyT2333,901 Shelby Drive,,FRRRRRRRREEEEEEEEEDDDDDDDOOOOOOOMMMMM! #ChristmasBreak,7:54 AM - 12 Dec 2012,0,4,4,https://www.twitter.com/JohnnyT2333/status/278890563665805312
@ColinBachinski,"Grand Rapids, MI",,Students at Manistee High School: Jst think… 3 and a half more days… #AmenToThat  #ChristmasBreak ,7:24 PM - 16 Dec 2012,0,3,5,https://www.twitter.com/ColinBachinski/status/280513713277132800
@torquay3jay,Cardiff,"Cardiff, Wales",Good to be back on the #Grass after the #ChristmasBreak with @CAVC_Football with #StrongPerformances in both #Fixtures delivering #TwoVictories a nice way to start 2019 in what can be an #ExcitedTime ahead for our #StudentAthletes #AcademyAsOnepic.twitter.com/PsmOVVMy1F,12:44 PM - 9 Jan 2019,0,4,19,https://www.twitter.com/torquay3jay/status/1083102306286161925
@eheybs0213,,,"*smiles and says hello to stranger* 
*stranger glares, then proceeds to keep walking*
Well, Toto. We aren’t at Trinity anymore.  #christmasbreak",10:46 AM - 9 Dec 2017,1,3,83,https://www.twitter.com/eheybs0213/status/939566835640471553
@ToryWinters96,"Nashville, TN",,Next week is the best and worst things in life #finalsweek #christmasbreak,9:16 AM - 5 Dec 2015,0,3,5,https://www.twitter.com/ToryWinters96/status/673189103131877376
@luigiluna_13,,,Was checking my planner if I needed anything for school...till I realized I have no more classes  #ThankGod #ChristmasBreak,2:25 AM - 13 Dec 2015,0,4,18,https://www.twitter.com/luigiluna_13/status/675984873421733888
@AshleyRogers10,,,Once this week is over so much stress will be lifted off my shoulders. #ChristmasBreak,10:40 PM - 18 Dec 2012,0,3,4,https://www.twitter.com/AshleyRogers10/status/281287980419796992
@juniorbruins,Boston,,U16s get a #HatTrick from Vlad Vulkanov to pace offense 5-1 over Rochester. Mercer big in net.  #BJB #USPHL #christmasbreak,3:00 PM - 14 Dec 2013,0,1,8,https://www.twitter.com/juniorbruins/status/411994128633700352
@celbuckingham,"Bratislava, Slovakia",,In the studio the day before christmas :) #werk #inmyzone #christmasbreak http://instagram.com/p/iR8ZhMBqX5/ ,2:09 PM - 23 Dec 2013,2,2,14,https://www.twitter.com/celbuckingham/status/415242736548478976
@_capencrunch,,,@LHessbrook_26 The old guys are coming for you young bloods #christmasbreak,7:19 PM - 10 Dec 2013,0,1,6,https://www.twitter.com/_capencrunch/status/410609707133325312
@CariHamblin,,,WOW!! Look who I get to sit next to this AM in church! @DrJohnNHamblin #christmasBreak #onceAyearOccasionpic.twitter.com/hMDRoRxD6Z,8:20 AM - 18 Dec 2016,0,1,17,https://www.twitter.com/CariHamblin/status/810519995109228546
@OurLapland,"Lapland, Finland","Lapland, Finland",Santa is coming to Town. Soon. #Lapland #kittilä #Finland #ChristmasBreak #VisitLapland  Taikavasara Photographypic.twitter.com/96HZBr1cQQ,2:49 AM - 22 Dec 2018,0,19,93,https://www.twitter.com/OurLapland/status/1076429590287900672
@MsLindss,"Prince Edward Island, Canada",,"Dear Bobcats, we know you're stressed and tired and sick (we are too). Home stretch kiddos, countdown is on #christmasbreak #snoozin&treats",1:56 PM - 11 Dec 2013,0,4,23,https://www.twitter.com/MsLindss/status/410890883945734144
@jaden_gravatt,byui,,There is a life about to start when tomorrow comes #christmasbreakpic.twitter.com/uvodBkTzbe,5:18 PM - 17 Dec 2015,1,6,18,https://www.twitter.com/jaden_gravatt/status/677659225884069888
@mat_oren,,,Making the best of what I was given #greenChristmas #christmasbreakpic.twitter.com/fAlugdPqmf,10:38 AM - 24 Dec 2014,0,1,18,https://www.twitter.com/mat_oren/status/547823700146679808
@Nolanw3,U of M // Boni,,Bout time #christmasbreak,9:55 AM - 20 Dec 2013,0,2,7,https://www.twitter.com/Nolanw3/status/414091634360332288
@WrightGreg82,"Kansas City, MO",,Waking up and not having a single responsibility is undoubtedly the best feeling ever #ChristmasBreak,6:54 AM - 21 Dec 2015,0,0,23,https://www.twitter.com/WrightGreg82/status/678951731414237184
@Sadie_Stratford,"Northumberland, Ontario",,"Dear teachers, we all stopped listening like 2 weeks ago lol #ChristmasBreak",9:50 AM - 15 Dec 2015,0,2,10,https://www.twitter.com/Sadie_Stratford/status/676821610075131904
@_Taylor_15,"Marshalltown, Iowa",,So excited to watch football all day tmr and not have to worry about doing homework #ChristmasBreak,7:36 PM - 15 Dec 2012,0,3,2,https://www.twitter.com/_Taylor_15/status/280154475421917184
@Michael_O2,Ottawa,,Feels good to be able to sleep in #ChristmasBreak,8:29 AM - 20 Dec 2013,0,3,4,https://www.twitter.com/Michael_O2/status/414070051814510592
@gabbysergent00,,"Michigan, USA",Just woke up.... I'm going to enjoy this way to much. #ChristmasBreak,7:51 AM - 23 Dec 2015,0,0,13,https://www.twitter.com/gabbysergent00/status/679690879339200512
@And_Moore,,,I forgot how much I loved to read. Literally had to leave my book in the kitchen so I didn't stay up reading all night!  #christmasbreak,10:30 PM - 16 Dec 2014,0,1,4,https://www.twitter.com/And_Moore/status/545103666416721921
@ImFultron,Missouri,,First semester of college down  Game tomorrow then back home for a month! #christmasbreak,8:30 AM - 10 Dec 2014,0,1,8,https://www.twitter.com/ImFultron/status/542718065264177152
@_SabrinaPowell_,,,"Snow flurries, movie in every class, half day!:) and the world didn't end!! #BestDay #ChristmasBreak",6:55 AM - 21 Dec 2012,0,1,1,https://www.twitter.com/_SabrinaPowell_/status/282137310173229056
@JaylinChristine,,,2 more dayyys...! Thank goodness..!  #ChristmasBreak,4:39 AM - 18 Dec 2012,0,1,2,https://www.twitter.com/JaylinChristine/status/281015744647544833
@HeyyItsRay_OK,,,Well I have taken all my finals and have passed all my classes! I even did better than I thought! #Yesssss  #ChristmasBreak,1:37 PM - 12 Dec 2012,1,0,4,https://www.twitter.com/HeyyItsRay_OK/status/278976919465254912
@TjTekac,,,This time next week I'll still be in bed sleeping. #ChristmasBreak,4:40 AM - 14 Dec 2012,0,4,1,https://www.twitter.com/TjTekac/status/279566637957529600
@BrettBarbs,,,These next three weeks are going to be very long and tiring... #christmasbreak,5:46 PM - 1 Dec 2013,0,4,5,https://www.twitter.com/BrettBarbs/status/407324882729324544
@_tristanjames,"Guangdong, People's Republic of China",,I'm so ready for these next 3 weeks to be over with. #christmasbreak,8:41 PM - 1 Dec 2013,2,5,3,https://www.twitter.com/_tristanjames/status/407369000411095041
@Alysha_Clark,Anywhere but home,"Rezé, France",Good morning! It’s GAME DAY here in Nantes!!! Then HOOOOOOOME! #ASVElles #LFB #ChristmasBreak ,12:47 AM - 22 Dec 2018,2,3,54,https://www.twitter.com/Alysha_Clark/status/1076398766213623808
@ali_larsen12,,,I love that I can wake up and lay in my bed for hours if I want. #christmasbreak #lazy,8:53 AM - 21 Dec 2012,0,1,7,https://www.twitter.com/ali_larsen12/status/282166802392424448
@Simon_Killeen,,,Let the late nights and sleeping in begin    #christmasbreak,11:52 PM - 20 Dec 2013,0,0,8,https://www.twitter.com/Simon_Killeen/status/414302295686672385
@mariah_graham,"Columbus, OH",,Words can not explain how happy I am that this is our last day! #ChristmasBreak #Finally ,3:15 AM - 20 Dec 2012,0,1,2,https://www.twitter.com/mariah_graham/status/281719486090977280
@ameliahuctwith,Canada,,Hoping this week goes by fast #christmasbreak,6:54 PM - 15 Dec 2013,0,7,5,https://www.twitter.com/ameliahuctwith/status/412415513268989952
@TheBallStateBoy,"Glen Ellyn, IL",,"Let the ""doing nothing"" begin! #ChristmasBreak",6:46 PM - 13 Dec 2013,0,2,2,https://www.twitter.com/TheBallStateBoy/status/411688563772637184
@LATech,"Ruston, LA",,@TheMattFlynn has made the naughty list. #LATech #YouBelong #ChristmasBreakpic.twitter.com/zFgcrTPj4D,9:45 AM - 21 Dec 2018,2,37,98,https://www.twitter.com/LATech/status/1076171692551090178
@Monarchs_bball,"Marysville, OH",,White team dominating squad kickball game! #Christmasbreakpic.twitter.com/SKLlfe5NNC,11:07 AM - 29 Dec 2014,0,3,5,https://www.twitter.com/Monarchs_bball/status/549642969780060160
@NILFDAWG4,,,Sundays are so much more relaxing when you don't have school the next day!  #christmasbreak,11:04 AM - 22 Dec 2013,0,1,18,https://www.twitter.com/NILFDAWG4/status/414833824682344448
@Dougan54,"Oxford, Ms",,"Zombies, FIFA, NCAA 13, tiger woods, and the gym all day everyday. Must be Back in Jackson #christmasbreak",10:30 PM - 17 Dec 2012,0,1,2,https://www.twitter.com/Dougan54/status/280922971453927424
@KierstenWagnerr,,,7 weeks till Christmas  #countdown #Christmasbreak,4:33 AM - 6 Nov 2013,0,3,7,https://www.twitter.com/KierstenWagnerr/status/398065564461326336
@_jamiedecker,"Calgary, Alberta",,"2 weeks til temporary freedom filled with hot chocolate, wool, wine, family & love. #ChristmasBreak #CantFreakinWait",6:08 AM - 4 Dec 2014,0,9,7,https://www.twitter.com/_jamiedecker/status/540507819775389696
@VictoriaBrock92,"Denver, CO",,It's over....it's finally over. #Christmasbreak #finally,1:58 PM - 11 Dec 2012,0,2,2,https://www.twitter.com/VictoriaBrock92/status/278619793383378945
@liz_lott5,,"Abilene, TX",About to decide who gets to go and who has to stay #christmasbreakpic.twitter.com/CCnwGX8A7z,8:50 PM - 10 Dec 2014,1,1,6,https://www.twitter.com/liz_lott5/status/542904312846753792
@josealvarado_3,"Miami, FL",,"Done! Whatever happens , I did my best. #christmasbreak",8:58 AM - 20 Dec 2012,0,3,3,https://www.twitter.com/josealvarado_3/status/281805854490099712
@AdamSunnyvale,North Wales,,"Book via http://www.sunnyvaleuk.co.uk  or call 01745 343 584 

#Caravan #Lodge #Christmas #Christmasbreak #CozyHoliday #luxury #comfort #beach #petfriendly #Wales #NorthWales please #follow #share & #Retweetpic.twitter.com/EKm6zatvCZ",7:49 AM - 25 Nov 2019,0,0,0,https://www.twitter.com/AdamSunnyvale/status/1198992100941029377
@destineecelest,,,"Hello again Guymon Oklahoma!! 
#Christmasbreak ",2:16 PM - 12 Dec 2012,0,0,5,https://www.twitter.com/destineecelest/status/278986607925817345
@lo_spurr,,,Good luck to everyone still studying!! #finallydone #christmasbreak,12:29 AM - 13 Dec 2012,1,2,1,https://www.twitter.com/lo_spurr/status/279140860854145024
@Collin_Tedford,"Missouri, USA","Pilot Knob, MO",Ready to get this week over with! #christmasbreak,3:09 PM - 14 Dec 2014,1,12,5,https://www.twitter.com/Collin_Tedford/status/544267904783757312
@hollys32,,,So happy to finally be done with exams! #ChristmasBreak #HereICome ,11:16 AM - 19 Dec 2013,0,2,8,https://www.twitter.com/hollys32/status/413749723032735744
@memeologist101,,,Funny Christmas Break Memes https://buff.ly/2CYSaki  #christmasbreak #christmasbreakmemes #christmasmemes #christmas #holidaymemes #holidays #xmasmemes #xmas #teacherspic.twitter.com/QixJfrj0S4,10:12 AM - 19 Nov 2019,0,0,0,https://www.twitter.com/memeologist101/status/1196853652172034048
@NLESDCA,Newfoundland and Labrador,,"Wishing everyone a wonderful and safe holiday break!
See you all in 2018! 
#nlschools #nledu #Christmasbreak #hollyjollyChristmas #havefun #besafepic.twitter.com/LUXlOfpiAH",10:16 AM - 22 Dec 2017,0,20,35,https://www.twitter.com/NLESDCA/status/944270420592746502
@cmmerrell,NASHVILLE,,Favoriting college friends tweets during breaks is 21st century way of letting each other know you're still alive. #ChristmasBreak,9:31 PM - 24 Dec 2013,0,1,7,https://www.twitter.com/cmmerrell/status/415716442588192768
@Moore_Of_Hannah,,,"I'm going to bed earlier right now than I do on school nights.
#ChristmasEve
#ChristmasBreak
@sophprobss",7:34 PM - 24 Dec 2012,0,3,6,https://www.twitter.com/Moore_Of_Hannah/status/283415425298092032
@jrhayes63,,,I love not knowing what day it is half the time. #ChristmasBreak,5:30 PM - 29 Dec 2017,3,1,28,https://www.twitter.com/jrhayes63/status/946916288982671360
@AdamSunnyvale,North Wales,,".@S4CBook via http://www.sunnyvaleuk.co.uk 
#Caravan #Lodge #Christmas #Christmasbreak #CozyHoliday #luxury #comfort #beach #petfriendly #Wales #NorthWales please #follow & #sharepic.twitter.com/hqX18BthKy",7:12 AM - 25 Nov 2019,0,0,0,https://www.twitter.com/AdamSunnyvale/status/1198982835702509568
@stevetaylor1199,"Knoxville,Tennessee",,Enjoying a night by the fire. #christmasbreakpic.twitter.com/6JhxACmPY6,6:07 PM - 20 Dec 2014,0,0,13,https://www.twitter.com/stevetaylor1199/status/546487035624951808
@em_ramage,,,Headed to the airport to pick up the brother  #Navy #missedhim #ChristmasBreak,6:35 AM - 21 Dec 2012,0,1,12,https://www.twitter.com/em_ramage/status/282132290123997184
@LauraCole18,,,This week better fly by #christmasbreak,7:32 AM - 16 Dec 2012,0,2,3,https://www.twitter.com/LauraCole18/status/280334690756460544
@janellerenee31,,,lounging like it is my job #christmasbreak,1:16 PM - 29 Dec 2012,0,2,2,https://www.twitter.com/janellerenee31/status/285132178730393600
@IEbusiness,"Madrid, Spain",,MT @IELibrary: Extended loan period during Christmas! #IELibrary #Christmasbreak @IEbusiness @IEuniversity https://twitter.com/IELibrary/status/672863725729239040/photo/1pic.twitter.com/iQFJjOi4AL ,2:45 AM - 7 Dec 2015,0,3,4,https://www.twitter.com/IEbusiness/status/673815519468875776
@a_blanchard21,,,Officially done with my first semester of college  #christmasbreak,12:43 PM - 3 Dec 2014,0,1,11,https://www.twitter.com/a_blanchard21/status/540244902433796097
@Blond_Teacher,,,"On the second day off, my #ChristmasBreak gave to me...two cups of coffee...and in my bed.  #teachersolutions",6:29 AM - 20 Dec 2015,0,9,75,https://www.twitter.com/Blond_Teacher/status/678582967132786688
